02/19/20			Hourly Breakdown of Renewable Resources (MW)														
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL						
	1		673		342		187		177		612		0		0		
	2		673		343		187		169		612		0		0		
	3		673		346		188		170		612		0		0		
	4		672		345		188		170		612		0		0		
	5		672		349		188		170		612		0		0		
	6		674		345		188		183		612		0		0		
	7		673		349		188		227		612		129		0		
	8		684		347		187		245		612		3398		34		
	9		702		350		197		200		612		8083		178		
	10		698		326		200		188		612		9422		208		
	11		694		307		198		189		612		9194		212		
	12		692		304		197		183		612		9138		212		
	13		691		308		197		148		612		9274		213		
	14		692		306		198		149		612		9343		212		
	15		691		311		202		153		612		9218		206		
	16		690		315		204		154		612		7960		182		
	17		693		324		204		222		612		4106		90		
	18		698		323		199		268		612		294		0		
	19		707		321		199		267		612		0		0		
	20		707		321		203		267		612		0		0		
	21		707		329		204		212		612		0		0		
	22		708		333		204		185		612		0		0		
	23		707		329		203		186		612		0		0		
	24		706		331		204		187		612		0		0		
																	
																	
			Hourly Breakdown of Total Production by Resource Type (MW)														
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO							
	1		1955		2260		8843		7137		965						
	2		1949		2261		9069		6547		795						
	3		1953		2262		9072		6511		615						
	4		1947		2260		9237		6303		631						
	5		1951		2261		9971		6006		661						
	6		1962		2262		10512		6573		1060						
	7		2177		2262		10916		7231		2027						
	8		5508		2262		9837		5810		2039						
	9		10321		2262		7400		3666		1000						
	10		11654		2262		5981		2448		893						
	11		11405		2262		4787		2722		818						
	12		11337		2261		4388		3003		633						
	13		11443		2261		4537		2688		527						
	14		11513		2261		4762		2593		591						
	15		11394		2261		5017		2683		748						
	16		10116		2262		6273		3305		900						
	17		6251		2262		8444		5964		1335						
	18		2394		2263		11453		7820		2441						
	19		2068		2263		12213		8732		2645						
	20		2073		2262		12625		8294		2343						
	21		2027		2263		12257		7916		2358						
	22		2004		2264		11980		7833		1499						
	23		1997		2264		10933		7491		1163						
	24		2001		2264		9556		7449		1048						
																	
The data found in the Daily Renewables Watch report will be integrated into various areas of Today's Outlook in 2021.																	
Details on the migration of the data will be provided in advance of the launch.																	
